text,actual,predicted,confidence,correct
I want assistance to solve a problem with payment,payment_issue,payment_issue,1.0,True
can I lodge a customer claim against your company?,complaint,complaint,1.0,True
show me at what time I can reach customer assistance,contact_customer_service,contact_customer_service,1.0,True
i need assistance demanding compensations of my money,get_refund,get_refund,1.0,True
could you help me to use the standard profile?,switch_account,switch_account,1.0,True
I don't knos how to check when my package is going to arrive,delivery_period,delivery_period,1.0,True
where doi check how soon can i expect my article,delivery_period,delivery_period,1.0,True
show me the bill #12588,check_invoice,check_invoice,1.0,True
I try to see whne will my item arrive,delivery_period,delivery_period,1.0,True
helpme check your refund policy,check_refund_policy,check_refund_policy,1.0,True
I have to see in what cases can I request my money back,check_refund_policy,check_refund_policy,1.0,True
"I have to sign up to your newsletter, could I get some help?",newsletter_subscription,newsletter_subscription,1.0,True
i expect an refund of {{Currency Symbol}}{{Refund Amount}} has it been processed,track_refund,track_refund,1.0,True
where could I take a quick look at invokce #37777?,check_invoice,check_invoice,1.0,True
help looking for the bill #00108,check_invoice,check_invoice,1.0,True
i need assistance removing my pro account,delete_account,delete_account,1.0,True
need assistance unsubscribing from ur newsletter,newsletter_subscription,newsletter_subscription,1.0,True
i dont know what to do to reset my account key,recover_password,recover_password,1.0,True
could ya help me inform of troubles with payments,payment_issue,payment_issue,1.0,True
could I cancel my corporate newsletter subscription?,newsletter_subscription,newsletter_subscription,1.0,True
I have got to see in which cases can I request my money back,check_refund_policy,check_refund_policy,1.0,True
I don't know what I need to do to close the {{Account Type}} account,delete_account,delete_account,1.0,True
help me seeing if there is anything new on the reimbursement,track_refund,track_refund,1.0,True
could I leave a bloody comment about a service?,review,review,1.0,True
where do i retrieve my profile key,recover_password,recover_password,1.0,True
I want help to leave a goddamn comment about your company,review,review,1.0,True
how do i see how long it takes for my delivery to arrive,delivery_period,delivery_period,1.0,True
I would like information about the deletion of my {{Account Type}} acount,delete_account,delete_account,1.0,True
check purchase {{Order Number}} status,track_order,track_order,1.0,True
solve payment error,payment_issue,payment_issue,1.0,True
i dont know how i can talk to customer service,contact_customer_service,contact_customer_service,1.0,True
where to leave a comment for your services?,review,review,1.0,True
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
want assistance giving a quick look at the bill #85632,check_invoice,check_invoice,1.0,True
can I place an order from {{Delivery City}}?,delivery_options,delivery_options,1.0,True
I do not know how I can buy several items,place_order,place_order,1.0,True
i want assistance cancelling order {{Order Number}},cancel_order,cancel_order,1.0,True
i try to correct the address,change_shipping_address,change_shipping_address,1.0,True
need assistance to obtain a refund of money,get_refund,get_refund,1.0,True
i do not know what i need to do to remove a {{Account Type}} account,delete_account,delete_account,1.0,True
i dont know what i have to do to speak with an assistant,contact_human_agent,contact_human_agent,1.0,True
problems wiuth changing order {{Order Number}},change_order,change_order,1.0,True
how to check ur refund policy,check_refund_policy,check_refund_policy,1.0,True
upddate order {{Order Number}},change_order,change_order,1.0,True
I need to see how long it takes for the shipment to arrive,delivery_period,delivery_period,1.0,True
can I speak with a live agent?,contact_human_agent,contact_human_agent,1.0,True
problem with the removal of my {{Account Category}} account,delete_account,delete_account,1.0,True
can you help me resetting the password of my profile?,recover_password,recover_password,1.0,True
can I leave a review about your products?,review,review,1.0,True
assistance requesting a compensation of money,get_refund,get_refund,1.0,True
i cant notifyof a registration issue,registration_problems,registration_problems,1.0,True
"I have to earn several products, how can I do it?",place_order,place_order,1.0,True
is it possible to enter my delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
can ya help me subscribing to ur company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
I try to inform of registration issues,registration_problems,registration_problems,1.0,True
I want assistance to contact customer support,contact_customer_service,contact_customer_service,1.0,True
i have got to report an error with a sign-up,registration_problems,registration_problems,1.0,True
I want assistance getting the bill from {{Person Name}},get_invoice,get_invoice,1.0,True
I want help seeing the status of order {{Order Number}},track_order,track_order,1.0,True
delivery period,delivery_period,delivery_period,1.0,True
"I can't pay, assistance notifying of an issue with payment",payment_issue,payment_issue,1.0,True
help to edit the information on my user profile,edit_account,edit_account,1.0,True
I dp not know how to cancel order {{Order Number}},cancel_order,cancel_order,1.0,True
ido not know what i need to do to get the invoice #37777,get_invoice,get_invoice,1.0,True
I want help acquiring a product,place_order,place_order,1.0,True
help to locate purchaes {{Order Number}},track_order,track_order,1.0,True
where to check the withdrawal penalty?,check_cancellation_fee,check_cancellation_fee,1.0,True
i have a damn registration issue,registration_problems,registration_problems,1.0,True
changing to standard account,switch_account,switch_account,1.0,True
can uhelp me check the bloody allowed paymentmethods,check_payment_methods,check_payment_methods,1.0,True
help to set up an delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
i get an error when i try to make a transfer report it,payment_issue,payment_issue,1.0,True
I do not know what to do to check your reimbursement policy,check_refund_policy,check_refund_policy,1.0,True
I need to see in which situations can I ask for a refund,check_refund_policy,check_refund_policy,1.0,True
i want assistance to send my feedback for ur company,review,review,1.0,True
i cannot inform of a isgnup issue,registration_problems,registration_problems,1.0,True
I exxpect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
find information about the shipping methods,delivery_options,delivery_options,1.0,True
I do not know what to do to speak to an agent,contact_human_agent,contact_human_agent,1.0,True
I need assistance seeing how soon can I expect the purchase,delivery_period,delivery_period,1.0,True
help me retrieve my account password,recover_password,recover_password,1.0,True
help me lodging a customer complaint against ur business,complaint,complaint,1.0,True
I need help to submit a new delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
track order {{Order Number}},track_order,track_order,1.0,True
I do not know what I need to do to send my feedback,review,review,1.0,True
assistance canceling the last order,cancel_order,cancel_order,1.0,True
updating details on {{Account Type}} account,edit_account,edit_account,1.0,True
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,cancel_order,1.0,True
how could I edit my goddamn account?,edit_account,edit_account,1.0,True
what do i need to do to notify fo an issue with sign-up,registration_problems,registration_problems,1.0,True
shipnents to {{Delivery Country}},delivery_options,delivery_options,1.0,True
do you deliver to {{Delivery City}}?,delivery_options,delivery_options,1.0,True
I need to receive a refund of my money,get_refund,get_refund,1.0,True
ineed assistance receiving ur company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
how to locate my bill #12588?,check_invoice,check_invoice,1.0,True
modifying order {{Order Number}},change_order,change_order,1.0,True
"I can't afford order {{Order Number}}, could you cancel it?",cancel_order,cancel_order,1.0,True
what do i need to do to reover my account pin,recover_password,recover_password,1.0,True
I don't know how to shop some items,place_order,place_order,1.0,True
can I use the standard account?,switch_account,switch_account,1.0,True
I have got to chaneg to the {{Account Category}} account,switch_account,switch_account,1.0,True
i need information about my standard account deletion,delete_account,delete_account,1.0,True
I need help to enter my new delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
can you help me checking the cancellation fees?,check_cancellation_fee,check_cancellation_fee,1.0,True
I need assistance changing the address,change_shipping_address,change_shipping_address,1.0,True
I don't know what to do to cancel my {{Account Category}} account,delete_account,delete_account,1.0,True
I do not know how I can check the status of my rebate,track_refund,track_refund,1.0,True
I need assistamce to inform of a payment issue,payment_issue,payment_issue,1.0,True
help me to speak with a live agent,contact_human_agent,contact_human_agent,1.0,True
where can I notify of issues with online payment?,payment_issue,payment_issue,1.0,True
how to reset the access key of my account,recover_password,recover_password,1.0,True
help to see at what time i can reach customer support,contact_customer_service,contact_customer_service,1.0,True
can I send feedback for a service?,review,review,1.0,True
I'm trying to check ur accepted payment otions,check_payment_methods,check_payment_methods,1.0,True
cancel freemium account,delete_account,delete_account,1.0,True
what do i need to do to create a {{Account Category}} account,create_account,create_account,1.0,True
help using the {{Account Category}} profile,switch_account,switch_account,1.0,True
help using the {{Account Category}} profile,switch_account,switch_account,1.0,True
I need assistance using the {{Account Category}} profile,switch_account,switch_account,1.0,True
Iexpect a restitution of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
I do not know what I have to do to cancel a {{Account Category}} account,delete_account,delete_account,1.0,True
what are the withdrawal charged?,check_cancellation_fee,check_cancellation_fee,1.0,True
I need help speaking to somebody,contact_human_agent,contact_human_agent,1.0,True
I do not know what I need to do to chat with someone,contact_human_agent,contact_human_agent,1.0,True
can you help me check the status of my compensation?,track_refund,track_refund,1.0,True
editing informaqtion on pro account,edit_account,edit_account,1.0,True
what do I have to do to see my compensation current status?,track_refund,track_refund,1.0,True
is there a section to submit my feedback for ur products,review,review,1.0,True
can uhelp me to see te early exit charges,check_cancellation_fee,check_cancellation_fee,1.0,True
where can I check if there are any news on the rebate?,track_refund,track_refund,1.0,True
find the bills from {{Person Name}},check_invoice,check_invoice,1.0,True
I don't know what to do to notify of registration issues,registration_problems,registration_problems,1.0,True
want assistance downloading the bill #12588,get_invoice,get_invoice,1.0,True
I need assistance to file a reclamation against your company,complaint,complaint,1.0,True
need help to speqk with an operator,contact_human_agent,contact_human_agent,1.0,True
"my delivery address is not valid, what should I do?",set_up_shipping_address,set_up_shipping_address,1.0,True
"I have to talk to an assistant, help me",contact_human_agent,contact_human_agent,1.0,True
can ya help me to open a gold account for my dad,create_account,create_account,1.0,True
I cannot see the current status of purchase {{Order Number}},track_order,track_order,1.0,True
assistance to check order {{Order Number}} current status,track_order,track_order,1.0,True
i do not know what to do to talk to an assistant,contact_human_agent,contact_human_agent,1.0,True
wjen am i getting a compensation of money,get_refund,get_refund,1.0,True
what do I need to do to download the bill #00108?,get_invoice,get_invoice,1.0,True
I need to reocver my pass,recover_password,recover_password,1.0,True
where do i report an issue with a registration,registration_problems,registration_problems,1.0,True
"I have got to see when will my package arrive, I need help",delivery_period,delivery_period,1.0,True
I missed some products in order {{Order Number}},change_order,change_order,1.0,True
I am trying to see in what cases can I request a refund,check_refund_policy,check_refund_policy,1.0,True
new bloody pro account,create_account,create_account,1.0,True
need assistance seeing how soon can i expect my article,delivery_period,delivery_period,1.0,True
would it be possible to obtain a reimbursement of my money,get_refund,get_refund,1.0,True
can you show me in which situations can I ask for refunds?,check_refund_policy,check_refund_policy,1.0,True
want help to check in what situations can i ask for refunds,check_refund_policy,check_refund_policy,1.0,True
i want assistance notifying of an registration issue,registration_problems,registration_problems,1.0,True
do ya deliver to {{Delivery City}},delivery_options,delivery_options,1.0,True
help me check at what time customer assistance available is,contact_customer_service,contact_customer_service,1.0,True
I am trying to find information about modifying the address,change_shipping_address,change_shipping_address,1.0,True
I want assistance to see the status of the compensation,track_refund,track_refund,1.0,True
"I want to update order {{Order Number}}, how do I do it?",change_order,change_order,1.0,True
I want help to report payment problems,payment_issue,payment_issue,1.0,True
where is purechase {{Order Number}},track_order,track_order,1.0,True
I need assistance to earn na item,place_order,place_order,1.0,True
i have paid {{Currency Symbol}}{{Refund Amount}} for an item i have to obtain a refund,get_refund,get_refund,1.0,True
I don't know how I can make a customer complaint,complaint,complaint,1.0,True
can you help me to recober the PIN of my account?,recover_password,recover_password,1.0,True
I don't know what I need to do to cancel a platinum account,delete_account,delete_account,1.0,True
switching to standard account,switch_account,switch_account,1.0,True
updating user profile,edit_account,edit_account,1.0,True
i have to reset my user account pwd how cn i do it,recover_password,recover_password,1.0,True
where do I check when will my purchase arrive?,delivery_period,delivery_period,1.0,True
need to report an issue with signup,registration_problems,registration_problems,1.0,True
is there a method to leave a review for a product?,review,review,1.0,True
i dont know how to acquire an article,place_order,place_order,1.0,True
i do not know how i could notify of a sign-up error,registration_problems,registration_problems,1.0,True
where do i see if there are any news on the rebate,track_refund,track_refund,1.0,True
i expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
help me cancelling my newsletter subscription,newsletter_subscription,newsletter_subscription,1.0,True
couldyou help me to cancel the goddamn {{Account Type}} account?,delete_account,delete_account,1.0,True
"I never use my pro account, I do not know how to remove it",delete_account,delete_account,1.0,True
help me canceling the {{Account Category}} account,delete_account,delete_account,1.0,True
I can't find the early terminatuon penalty,check_cancellation_fee,check_cancellation_fee,1.0,True
need assistance to make a consumer claim against ur business,complaint,complaint,1.0,True
can I place an order from {{Delivery Country}}?,delivery_options,delivery_options,1.0,True
can I ordrr from {{Delivery City}}?,delivery_options,delivery_options,1.0,True
i have got to write a review about ur company how do i do it,review,review,1.0,True
I have to see what hours I can reach customer support,contact_customer_service,contact_customer_service,1.0,True
show me at what time I can call customer service,contact_customer_service,contact_customer_service,1.0,True
want help to see ur money back policy,check_refund_policy,check_refund_policy,1.0,True
help me see in what cases can i request to be  reimbursed,check_refund_policy,check_refund_policy,1.0,True
I expect a restitution of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
how do I acquire several of your item?,place_order,place_order,1.0,True
help me informing of a problem with signup,registration_problems,registration_problems,1.0,True
where to filr a consumer complaint?,complaint,complaint,1.0,True
I want help to chat with a live agent,contact_human_agent,contact_human_agent,1.0,True
i try to see how long it takes for the purchase to arrive,delivery_period,delivery_period,1.0,True
can I leave a damn opinion about a product?,review,review,1.0,True
can uhelp me see what hours i can contact customer service,contact_customer_service,contact_customer_service,1.0,True
I want help to check how long reimbursements take,check_refund_policy,check_refund_policy,1.0,True
help me to cancel purchase {{Order Number}},cancel_order,cancel_order,1.0,True
"my experience with you was terrible, help me lodging a claim",complaint,complaint,1.0,True
open platinum cacount for wife,create_account,create_account,1.0,True
assistance lodging a customer reclamation against ur copany,complaint,complaint,1.0,True
need assistance notifying of an issue with sign-up,registration_problems,registration_problems,1.0,True
i have to notify of errors with online payment,payment_issue,payment_issue,1.0,True
have problems with a {{Account Type}} account removal,delete_account,delete_account,1.0,True
do ya ship to {{Delivery Country}},delivery_options,delivery_options,1.0,True
canceling order {{Order Number}},cancel_order,cancel_order,1.0,True
modifying information on freemium account,edit_account,edit_account,1.0,True
where could I set the new shipping address up?,set_up_shipping_address,set_up_shipping_address,1.0,True
help seeing in what cases can i request refunds,check_refund_policy,check_refund_policy,1.0,True
can you help me leave a review about your company?,review,review,1.0,True
i expect an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
help seeing what hours i can call customer support,contact_customer_service,contact_customer_service,1.0,True
"I want to see the allowed payment methods, can you help me?",check_payment_methods,check_payment_methods,1.0,True
how to check the early termination penalty?,check_cancellation_fee,check_cancellation_fee,1.0,True
I need help to speak to someond,contact_human_agent,contact_human_agent,1.0,True
I don't know what to do to correct my shipping address,change_shipping_address,change_shipping_address,1.0,True
assistance with canceling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
"I entered a wrong address, update it",change_shipping_address,change_shipping_address,1.0,True
how to see order {{Order Number}} status?,track_order,track_order,1.0,True
have a question about creating fucking {{Account Type}} accounts,create_account,create_account,1.0,True
is it possible to check if there are any news on my rebate?,track_refund,track_refund,1.0,True
wann open a premium account how can i do it,create_account,create_account,1.0,True
modifying data on freemium account,edit_account,edit_account,1.0,True
can uhelp me swap some items of order {{Order Number}},change_order,change_order,1.0,True
what d i need to do to report a problem with sign-up,registration_problems,registration_problems,1.0,True
how do i submit my feedback for ur products,review,review,1.0,True
how do i set up my newshipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
i want assistance creating a standard account fr my fiance,create_account,create_account,1.0,True
where can i send some feedback for ur company,review,review,1.0,True
uhave an method to submit some feedback about ur products,review,review,1.0,True
where could I shop several of your item?,place_order,place_order,1.0,True
need help requesting a compensation of money,get_refund,get_refund,1.0,True
I need assistance to talk to somebody,contact_human_agent,contact_human_agent,1.0,True
help me to  lodge a customer claim against ur organization,complaint,complaint,1.0,True
how to use the {{Account Category}} profile?,switch_account,switch_account,1.0,True
i cant subscribe to the newsletter,newsletter_subscription,newsletter_subscription,1.0,True
solve a damn error with online payments,payment_issue,payment_issue,1.0,True
what do I need to do to request a rebate?,get_refund,get_refund,1.0,True
create new {{Account Category}} account,create_account,create_account,1.0,True
i want help reporting an issue with online payments,payment_issue,payment_issue,1.0,True
I need assistance to notify of an error with online payments,payment_issue,payment_issue,1.0,True
assistance giving aquick look at invoice #85632,check_invoice,check_invoice,1.0,True
I don't know what I need to do to get the invoice #12588,get_invoice,get_invoice,1.0,True
what do I need to do to get my last bills?,get_invoice,get_invoice,1.0,True
where do I inform of an issue with a signup?,registration_problems,registration_problems,1.0,True
help seeing what shipping options you offer,delivery_options,delivery_options,1.0,True
"I can't pay, help to inform of issues with payment",payment_issue,payment_issue,1.0,True
"I need to check your refund policy , how to do it?",check_refund_policy,check_refund_policy,1.0,True
"I have to check when will my package arrive, help me",delivery_period,delivery_period,1.0,True
check delivery options,delivery_options,delivery_options,1.0,True
i try to talk to a perrson,contact_human_agent,contact_human_agent,1.0,True
"I have to see in what cases can I request refunds, help me",check_refund_policy,check_refund_policy,1.0,True
"you aren't helpful, assistance chatting with an operator",contact_human_agent,contact_human_agent,1.0,True
another {{Account Type}} account,create_account,create_account,1.0,True
need help to make an order,place_order,place_order,1.0,True
there are errors setting the secondary delivery address up,set_up_shipping_address,set_up_shipping_address,1.0,True
where could I see if there is anything new on my refund?,track_refund,track_refund,1.0,True
where do i track order {{Order Number}},track_order,track_order,1.0,True
I want help to inform of an issue with a sign-up,registration_problems,registration_problems,1.0,True
can you help me modifying my delivery address?,change_shipping_address,change_shipping_address,1.0,True
problems with my password recovery,recover_password,recover_password,1.0,True
I need assistance checking the goddamn early exit penalty,check_cancellation_fee,check_cancellation_fee,1.0,True
"I cannot open a user account, can I report a sign-up error?",registration_problems,registration_problems,1.0,True
I call to check when my article is going to arrive,delivery_period,delivery_period,1.0,True
can you help me to acquire an few of your product?,place_order,place_order,1.0,True
"I would like to edit my personal information, I need help",edit_account,edit_account,1.0,True
notify of problems creating user,registration_problems,registration_problems,1.0,True
do you deliver to {{Delivery City}}?,delivery_options,delivery_options,1.0,True
I'd like to make a customer reclamation against ur business,complaint,complaint,1.0,True
i cannot remove an article from purchase {{Order Number}},change_order,change_order,1.0,True
is it possible to notify of problems with sign-up?,registration_problems,registration_problems,1.0,True
I need assistance to inform of a problem with payments,payment_issue,payment_issue,1.0,True
seeing invoice #37777,check_invoice,check_invoice,1.0,True
i do not know what  i need to do to receive the newsletter,newsletter_subscription,newsletter_subscription,1.0,True
modifying info on {{Account Category}} account,edit_account,edit_account,1.0,True
i want help trying to change the address,change_shipping_address,change_shipping_address,1.0,True
need assistance to see if there is anything new on my rebate,track_refund,track_refund,1.0,True
is it possible to unsubscribe from the company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
editing order {{Order Number}},change_order,change_order,1.0,True
wanna see ur refund polcy,check_refund_policy,check_refund_policy,1.0,True
ya have an address to submit my feedback for ur products,review,review,1.0,True
checking invoices from {{Person Name}},check_invoice,check_invoice,1.0,True
cancelling order {{Order Number}},cancel_order,cancel_order,1.0,True
can you help me make a clain against your business?,complaint,complaint,1.0,True
I have got to leave my feedback about a service,review,review,1.0,True
is there an address to send feedback for ur products,review,review,1.0,True
"I need to see the termination penalty, how can I do it?",check_cancellation_fee,check_cancellation_fee,1.0,True
"I ain't happy with your work, I need to make a claim",complaint,complaint,1.0,True
i have to sign up to the corporae newsletter help me,newsletter_subscription,newsletter_subscription,1.0,True
how to see ur allowed payment modalities,check_payment_methods,check_payment_methods,1.0,True
i need assistance to speak with customer service,contact_customer_service,contact_customer_service,1.0,True
where do I check the reimbursement current status?,track_refund,track_refund,1.0,True
where to  see how soon can I expect my order?,delivery_period,delivery_period,1.0,True
I need to file a complaint,complaint,complaint,1.0,True
I am trying to inform of a trouble with online payment,payment_issue,payment_issue,1.0,True
"I expect a restitution of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund,track_refund,1.0,True
i have got to swap  an item of order {{Order Number}},change_order,change_order,1.0,True
i do not know how to close my {{Account Type}} account,delete_account,delete_account,1.0,True
i do not know how to edit my delivery address,change_shipping_address,change_shipping_address,1.0,True
assistance to check hw soon can i expect the order,delivery_period,delivery_period,1.0,True
help to check how long it takes for the package to asrrive,delivery_period,delivery_period,1.0,True
can you help me to check what shipment methods I have?,delivery_options,delivery_options,1.0,True
chcek order {{Order Number}} current status,track_order,track_order,1.0,True
would it be possible to notify of a fucking signup error?,registration_problems,registration_problems,1.0,True
I don't know what I need to do to check the invoice #37777,check_invoice,check_invoice,1.0,True
chnaging order {{Order Number}},change_order,change_order,1.0,True
change to the gold account,switch_account,switch_account,1.0,True
is it possible toi chat with somebody?,contact_human_agent,contact_human_agent,1.0,True
"I have got to earn several of your item, can you help me?",place_order,place_order,1.0,True
need to edit the personal data could i get some help,edit_account,edit_account,1.0,True
I want help to lodge a claim against your company,complaint,complaint,1.0,True
I'd like to acquire some of ur item how do i do it,place_order,place_order,1.0,True
how can i add an item to purchase {{Order Number}},change_order,change_order,1.0,True
edit info on {{Account Category}} account,edit_account,edit_account,1.0,True
can you help me making a complaint?,complaint,complaint,1.0,True
how could I get information aout an address update?,change_shipping_address,change_shipping_address,1.0,True
i mised some items in purchase {{Order Number}} can i add them,change_order,change_order,1.0,True
will you show me how soon can I expect my purchase?,delivery_period,delivery_period,1.0,True
switch to freemium account,switch_account,switch_account,1.0,True
I want help checking how long the shipment takes,delivery_period,delivery_period,1.0,True
how to use the pro profile?,switch_account,switch_account,1.0,True
i cannot find the withdrawal prnalties,check_cancellation_fee,check_cancellation_fee,1.0,True
I do not know what to do to notify of a signup error,registration_problems,registration_problems,1.0,True
want assistance ot close my standard account,delete_account,delete_account,1.0,True
switch to {{Account Type}} account,switch_account,switch_account,1.0,True
can you help me open a platinum account for my dad?,create_account,create_account,1.0,True
whzt do i need to do to ask for reimbursements of money,get_refund,get_refund,1.0,True
could you help me creating a new bloody freemium account?,create_account,create_account,1.0,True
what do i need to do to get in touch with customer support,contact_customer_service,contact_customer_service,1.0,True
I want to know more about opening a standard account,create_account,create_account,1.0,True
opening new premium account for daughter,create_account,create_account,1.0,True
I need help to retrieve my user PIN code,recover_password,recover_password,1.0,True
locate order {{Order Number}},track_order,track_order,1.0,True
I need assistance retreiving my profile key,recover_password,recover_password,1.0,True
what do I have to do to see the withdrawal charge?,check_cancellation_fee,check_cancellation_fee,1.0,True
assistance to list your fucking accepted payment modalities,check_payment_methods,check_payment_methods,1.0,True
I want assistance reporting an issue with a signup,registration_problems,registration_problems,1.0,True
can you help me receiving your fucking corporate newslettee?,newsletter_subscription,newsletter_subscription,1.0,True
need help to see how long it takes for my parcel to arrive,delivery_period,delivery_period,1.0,True
I don't know how I can correct the address,change_shipping_address,change_shipping_address,1.0,True
what are the penalties for breaking the contract?,check_cancellation_fee,check_cancellation_fee,1.0,True
"I paid {{Currency Symbol}}{{Refund Amount}} for this purchase, I have to get a damn refund",get_refund,get_refund,1.0,True
open a {{Account Category}} account,create_account,create_account,1.0,True
I do not know what todo to chat with a live agent,contact_human_agent,contact_human_agent,1.0,True
I need to  obtain a compensation of money,get_refund,get_refund,1.0,True
i try to send some feedback for a product,review,review,1.0,True
update information on pro account,edit_account,edit_account,1.0,True
ETA of purchase {{Order Number}},track_order,track_order,1.0,True
change information on Freemiumaccount,edit_account,edit_account,1.0,True
editting details on {{Account Type}} account,edit_account,edit_account,1.0,True
I call to check how long it takes for the delivery to arrive,delivery_period,delivery_period,1.0,True
I don't know how I can create a premium account,create_account,create_account,1.0,True
can uhelp me canceling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
I want assistance checking the early exit fee,check_cancellation_fee,check_cancellation_fee,1.0,True
new {{Account Type}} account,create_account,create_account,1.0,True
ETA of purchase {{Order Number}},track_order,track_order,1.0,True
I want assistance locating bill #12588,check_invoice,check_invoice,1.0,True
cancel my newsletter subscription,newsletter_subscription,newsletter_subscription,1.0,True
help changing to the {{Account Type}} account,switch_account,switch_account,1.0,True
I don't know what I have to do to download my invoice #12588,get_invoice,get_invoice,1.0,True
download bill #00108,get_invoice,get_invoice,1.0,True
want assistance to chat with a person,contact_human_agent,contact_human_agent,1.0,True
need to see at what time customer assistance available is,contact_customer_service,contact_customer_service,1.0,True
i cannot see the status of order {{Order Number}},track_order,track_order,1.0,True
there are problems trying to update my shipping address,change_shipping_address,change_shipping_address,1.0,True
I need help with canceling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
I don't know what to do to get my bills from {{Person Name}},get_invoice,get_invoice,1.0,True
could uhelp me switch  some articles of order {{Order Number}},change_order,change_order,1.0,True
need assistance seeing ur money back guarantee,check_refund_policy,check_refund_policy,1.0,True
I want help trying to correct my shipping address,change_shipping_address,change_shipping_address,1.0,True
could you help me speak to somebody?,contact_human_agent,contact_human_agent,1.0,True
I have to get compensations of money,get_refund,get_refund,1.0,True
i expect a refund of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
lodging consumer reclamation against urcompany,complaint,complaint,1.0,True
customer complaint against your business,complaint,complaint,1.0,True
seeing bills from {{Person Name}},check_invoice,check_invoice,1.0,True
I have entered a wrong shipping address by mistae,change_shipping_address,change_shipping_address,1.0,True
can you help me adding an itm to order {{Order Number}}?,change_order,change_order,1.0,True
do ya deliver to {{Delivery City}},delivery_options,delivery_options,1.0,True
help me reporting problems with online payment,payment_issue,payment_issue,1.0,True
i want assistance to talk to a person,contact_human_agent,contact_human_agent,1.0,True
want help updating the address,change_shipping_address,change_shipping_address,1.0,True
help to swap an article of order {{Order Number}},change_order,change_order,1.0,True
help lodging a customer complaint,complaint,complaint,1.0,True
"I want to correct the info on my account, how do I do it?",edit_account,edit_account,1.0,True
where can I acquire some products?,place_order,place_order,1.0,True
"the damn shipping address has changed, can I correct it?",change_shipping_address,change_shipping_address,1.0,True
where to acquire a few of ur item,place_order,place_order,1.0,True
could you help me to change to the {{Account Category}} account?,switch_account,switch_account,1.0,True
see bill from {{Person Name}},check_invoice,check_invoice,1.0,True
can you help me see purchase {{Order Number}} status?,track_order,track_order,1.0,True
y i cant set the delivery adress valid up,set_up_shipping_address,set_up_shipping_address,1.0,True
I need help trying to change my shipping address,change_shipping_address,change_shipping_address,1.0,True
I don't know what I need to do to change to the pro account,switch_account,switch_account,1.0,True
"I do not need the {{Account Category}} account, help to delete it",delete_account,delete_account,1.0,True
where can i enter a secondary shipping adcress,set_up_shipping_address,set_up_shipping_address,1.0,True
how can i get a refund,get_refund,get_refund,1.0,True
notifying of payment problem,payment_issue,payment_issue,1.0,True
i dont know how i can speak to customer support,contact_customer_service,contact_customer_service,1.0,True
where do I see what hours I can contact customer service?,contact_customer_service,contact_customer_service,1.0,True
where can I notify of problems with sign-up?,registration_problems,registration_problems,1.0,True
want assistance to cancel order  {{Order Number}},cancel_order,cancel_order,1.0,True
"I can't remember the PIN of my user, help restoring it",recover_password,recover_password,1.0,True
i have chosen a wrong bloody delivery address by mistale,change_shipping_address,change_shipping_address,1.0,True
want assistance to switch to the premium account,switch_account,switch_account,1.0,True
I want assistancesubmitting the bloody new shipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
need hepl recovering my user profile PIN,recover_password,recover_password,1.0,True
wanna obtain a reimbursement of money,get_refund,get_refund,1.0,True
how to reset my account pwd,recover_password,recover_password,1.0,True
i ahve got to shop an article will uhelp me,place_order,place_order,1.0,True
I try to set  up my goddamn shipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
notify of issue with ergistration,registration_problems,registration_problems,1.0,True
I would like to see how long reimbursements take,check_refund_policy,check_refund_policy,1.0,True
i try to inform of troubles with online payments,payment_issue,payment_issue,1.0,True
show me how long it normally takes for my item to arrive,delivery_period,delivery_period,1.0,True
I don't know what I need to do to downloa the invoice #00108,get_invoice,get_invoice,1.0,True
I don't know what to do to unsubscribe from the newslwtter,newsletter_subscription,newsletter_subscription,1.0,True
help me check at what time i can contact cuswtomer support,contact_customer_service,contact_customer_service,1.0,True
"I need to check the termination charge, how to do it?",check_cancellation_fee,check_cancellation_fee,1.0,True
is it possible to place an order from {{Delivery City}}?,delivery_options,delivery_options,1.0,True
can uhelp me to leave fedeback for ur company,review,review,1.0,True
